review,rating
"ok,ok",5
"Admin slow respon, komplain pertama dilayani AI, nanti kalo udah lama baru CSF yg turun tangan, tp ya gitu slow respon dan kalimatnya juga template, beli barang sering dibatalkan otomatis, katanya ada akun yg menyerupai, pdhl gak pernah bikin double akun",1
"Halo kak. Di appsnya ada notifikasi unread chat, tapi tidak ada chat yang unread. Bagaimana cara perbaikinya? Edit: Dikasih link untuk kritik/saran tapi gak bisa diakses linknya [tkp.me/supportMainapps]. Bener2 ini kacau supportnya. Turunin lagi bintangnya.",1
Baru mau coba semoga lancar,5
mantul..membantu banget,5
Ini gimana ya?? Mau make paylater tp pas dpilih dpembayaran malah pilihan pembayaran ilang semua.. Ga jelass,5
Luar biasa,5
mantab,5
"Sejauh ini oke dan aman kok. Hanya, fitur pencarian tolong bisa pakai foto dong. Sampe bingung tulis pencarian gak keluar yang diinginkan",5
"Males banget, pesanan aku ke cancel dikasih refund saldo tokped, ga guna lah malah mau ditarik ke bank ada minim terus ada biaya tambahan lagi, padahal pesanan yang cancel bukan saya malah saya harus nambah uang lagi kalo mau ditarik ke uang. Logikanya mana, barang ga dapet rugi doang dapetnya",3
"Semakin kemari tokopedia semakin gila potongannya!!! Penjual menjerit melihat potongan tsbt,udah jualan sepi ,potonganya gila!!!",2
MANTAP,5
Ok,5
Bagus,5
Terkendala tidak bisa login/daftar akun baru. Tulusanya ada masalah server pdahal sinyl bagua,1
halo ka. untuk menu feed terbaru di sebelah mana ya. saya mau upload vidio tapi ikonnya udah ganti,5
Mantap,5
"Sorry bintang nya saya turunin, voucher potongan harga udh ga pernah dapet lagi , belanja 100k potongan cuma 1-3k doang",2
Ok,5
"perasaan setiap pesan barang selalu aja di batalin sama sistem, buang"" kupon diskon doang cih",3
Kenapa toko pedia gak jujur kalo pakai aplikasi nya bayar pake di selipin pebayaran gak jelas gitu di tagih ke saya Belanja bukan makin murah eh tambah mahal pengiriman gak pernah beres selalu lama dan satu lagi banyak toko yang jual barang gak seuai dengan gambar nya dan pakai video orang buat jualan di biarkan saja gimana coba,1
aplikasi bot isinya bot doank,1
Ga bisa menemukan tombol checkout setelah memilih produk di keranjang,1
simple mudah dipahami kg nekoneko,5
Ini knpa GK bisa di apgred aplnya tolong perbaiki,3
Oke,5
Toko aplikasi tolol beli barang gak ngotak dari harga 200 ribu ongkir 600 ribu tolong buat developer nya kalo ada toko² gak ngotak buat di tegurin dong,1
"ribet buat retur produk, padahal produk bermasalah",3
lumayan,5
Semoga banyak promo,5
seleranya masih banyak yang amanah.,4
mntap!!!!,5
bagus,5
Kenapa tokopedia setelah di update gopaylater malah tidak bisa 12 bulan cuma mentok di 6 bulan. Padahal pembayaran saya selalu lancar,3
Bagus,5
bagus ada discon besar smoga sering2 ajh ada discon,5
transaksinya kembali memuaskan.. Aplikasinya sudah semakin baik. ....😥 sy bintangi 5 deh..,5
"Aplikasinya bagus tidak banyak BUG, berharap banyakin promo kecil2an😭🔥",5
sukses selalu tokped,5
"Gak bisa tambahkan alamat,terjadi kesalahan terus,padahal saya inputnya bener.",4
Jangan download akun baru langsung dapat ongkir mahal,1
Bagus,5
"Saldo dana saya ilang,saya liat ada transaksi ke Tokopedia,padahal sy TDK pernah melakukan transaksi,apa uang saya bisa balik LG ke akun DANA saya",4
Saya biasa belanja di sini. Coba pinjam uang di sini baru 1 kali pengajuan di tolak. Parah2,1
Saya masih butuh feed malah tiba tiba ganti sama icon diskon,1
terbaik😁,5
"Coba coba pesen di tokopedia ternyata ada promo untuk pengguna baru, pas udah pesen malah direject sama tokopedianya padahal udah masuk ekspedisi dan udah nunggu kurleb 1 mingguan, emang gak jelas nih aplikasinya bikin kecewa 👎",1
tokped di hati🩷,5
mudah dan cepat,5
"Layanan belanja, josss",4
good,5
pembayaran mudah dan cepat,5
Blm di coba mau mengajukan pinjaman,5
keren,5
kereenn,5
Aplikasi abal2 tdk sprt aplikasi yg orange Saya bayar tepat waktu Tiba2 pay later dan go pinjam ngk bisa dipakai lagi Kalau mmg tdk bisa Ngapain di buat limit di hp saya,1
Tokopedia memang yang terbaik,5
baik,5
Belanja di Toko pedia amanah,5
mantap sekali,5
"Ini kolom diskusi produknya kemana ya? Skrg hilang setelah update 😩. Begitu update saat ada event, layout-nya kerap berganti yg membuat penggunaan aplikasinya jadi ribet dan nyusahin. Please, kalau ada event2, layout gak perlu diubah-ubah, malah jadi mengganggu karena harus menyesuaikan lagi 😑. App memang ok, cuma terkadang setelah update malah nyusahin. Dan 1 lagi, saya gak nemu cara pakai gopay coins untuk transaksi! Kebanyakan ubahan minor yg malah bikin sistemnya jadi ribet cara pakainya😩",3
Notbad,4
Tulisane gratis ongkir saya beli minimal 150 ongkir sama tidak gratis ongkir,1
"Top Up Flazz status berhasil, tetapi saldo tidak bertambah. Sudah coba hubungi CS tapi tidak respon. Refund lewat aplikasi, tapi Chatbotnya sampah. Tidak solutif dan error. Coba deh kalian para developer uji coba sendiri fitur refund di aplikasi kalian. Sampah bgt.",1
Hati2 kawan kalau punya aplikasi dana & jgn sekali2 belanja apa2 di gabungin sama Tokopedia nanti uang yang di aplikasi dana kalian hilang secara misterius,1
Tokopedia buatan anak bangsa inovatif sangat murah & banyak cashback nya,5
puas,5
"banyakin harga harga murah plis,terus gratis ongkir juga.",5
mau COD SUSAH AMAT ONGKIR MAHAL LG KLO COD HNYA BARANG2 TERTENTU BISA COD BEDA AMA TETANGGA SEBELAH ....BOS,1
Ok,5
mantappppp,5
Aplikasi yang kebanyakan disuruh Update. Padahal perbedaan ketika digunakan tidak ada terasa sama sekali🗿,1
Membantu dlm pembelian,5
jujur enak bngt blnja disini bnyk diskonnya tapi klau boleh ngasih masukan cumn satu si di pngiriman kurang cpt itu doang smga mkin sukses dan kkrngnnya bsa diperbaiki saya puas blnja dsini,5
Kalau bisa pulsa pakai paylater tiktok pasti makin bagus nih Tokopedia.. semoga update kedepannya sudah ada.. masukan aja nih,4
Mantap,5
"Tolong tambahkan lagi opsi supaya bisa hapus riwayat chat, sudah terlalu banyak jadi mengganggu saja sampah yg ada di riwayat chatnya",4
Sangat membantu saya mantap,5
Gak bisa hapus chat,1
"bagus, rekomendasi untuk apk terbaik dan murah banyak promo",5
Gud,5
pembatalan terpusat di penjual,2
Kok aplikasinya sering ngelag ya padahal sdh pake hp poco f6,3
mantap tokopedia bisnis jadi lancar,5
"apk scam anjink, udah 2x isi bni tapcash ga pernah masuk, solusinya gimana bos???",1
good,5
"pesanan dari tgl 7 sampai skrg tgl 10 belum terupdate di statusnya masih proses dan no resi nya juga tidak ada, sehingga tidak bisa melacak paket yang saya pesan jangan belanja di TOKOPEDIA, respon lama, susah buat track paketnya",1
"Tokopedia sekarang udh engga kya dulu lgi di tmbah ongkir mahal engga ada diskon nya lgi di tmbah lgi returan engga di ambil dana engga di kembalikan,,,",1
Ganti nomor aja susah amat,1
Kenapa tokopedia sekarang ngga bisa hapus chat ya....,3
"ngasih diskon harga tapi ongkir diatas harga barang, ini gimana yang dikalimantan boss minimal kasih gratis ongkir, itupun gapernah sampe Rp.0 dikalimantan biar gimmick yang penting kasih potongan lah ini beli barang apa beli ongkir",1
Mantap Tokopedia bisa beli barang yg tidak ada di toko oren walau lama bet nyampe nya,5
"Makin lama makin busuk aplikasi tokped.belnjanselalu gangguan.trus belanja cuma di batasi 400 biji.makin lama gak makin bagus malah makin busuk aplikasinya,di perbarui malah gak bisa metode pembayaran. Parahh busuk nya",1
cukup bintang yang bicara,5
"tolong ganti kerja sama dengan pihak pengiriman lainnya, hapus ID EXPRES",1
ok,5
"Secara interface Rada ribet daripada toko oren, tapi banyak diskon dan cepet bgt sampe, tapi tokopedia mohon, update selanjutnya bikin bisa tf saldo tokopedia ke Qris/dana, masa cuma ovo dan gopay",5
"Mohon di tingkatkan ekpedisinya ya, karena kalau dibandingkan dengan shopee , lazada, tokped masih kalah jauh alias terlalu lama.",5
"Saya mau daftar Tokopedia affiliate kok gagal terus kenapa ya, tolong di benerin dong",4
Top,5
Benerin lah sistem nya saldo refund kok gabisa di pke customer service nya jg ga jelas benerin jg,1
Kami sangat puas,5
"so far so good, vouchernya ga maen2",4
Mau belanja aja ribet gk seper sop,1
Bagusss,5
baguusss,5
"Yth petinggi Tokopedia, tolonglah kalo saya belanja gak usah pake pembatalan otomatis dan pasal-pasalan segala deh. Saya pesan barang 4× dibatalkan sepihak karena melanggar syarat dan ketentuan (saya ini pengguna baru dan gak pernah terlibat penyalahgunaan promo). Tokopedia gak kayak Shopee yang peraturannya longgar dalam segi promo. Aplikasi ini tidak saya rekomendasikan ke teman-teman pengguna baru ya..👎👎👎",1
"Untung baru pembelian pertama, jadi setelah barang sampai bisa langsung uninstal deh",1
Makasih Tokopedia selain ramah Tokopedia juga memberikan harga yang murah dan bebas ongkos kirim,5
Toped lebih selektif dalam mengfilter pedagang karna kepuasan Pembeli jd prioritas utama...,5
ok,5
"Promo diskriminatif, non pulau koentji gk dapat 👎",1
belanja transaksi apapun di Tokopedia Mantap jiwa...,5
Tokopedia kaga jelas. Kapok gw pake kurir rekomendasi. Paket d oper sana sini udah 4 hari 👎👎👎,1
"Nyobain download toko pedia mudah²an gak seperti aplikasi sbelah makin hari harga jd gak kira² ongkir juga gak main² jdi sebeul susah mau blnja online gapernah gratis ongkir skrg mah, mudah²an toko pedia bnyak diskonnya minimal gratis ongkir tnpa minimal blnja m",4
"Buat para pembeli jangan tergiur dengan harga murah serta baca dulu deskripsi dan chat penjualnya agar tidak kena tipu, buat developer agar membuat peraturan bagi yang mau berjualan selain mengirim foto KTP juga harus bersedia vidio call dulu agar tidak terjadi penipuan.",5
toko pedia sekarang buat daftar aja ribet,1
"Pengiriman gratis ongkir mentang² gratis ngirim nya suka lebih dari estimasi yg tertera, sekalinya bayar ongkir paket di kirim tanpa dus! Aturan dari tokped gimana yaa? Bukan soal harga pembelian barangnya, tapi service ke pelanggan dan kepuasan pelanggan tidak di pentingkan. Pantes kalah saing sama yg lain!",1
Susah amat mau buat pin doang,1
TOKOPEDIA SHOP TERBAIK YEYYYY,5
ini mau buka akun susah bener keaamanannya udah bertameng tameng,3
Justru udah ke cs indra....kurang ajar sy disuruh nunggu Ampe batal otomatis tgl 10....ga salah milih cs yg otak ga ada.... estimasi sy tgl 7 8 instan 3 jam...sy mau pake barangnya....duit 1.550 beli Sanyo....air dirumah ga bisa keluar ..makanya mau beli...udah nunggu batas estimasi lewat ini..minta batal bilangnya nunggu batal otomatis ...mau dipakai barangnya...mau beli di shopee ini,1
Welljoss,5
good job,4
Tokped ongkir kamu besar sekaliii,3
Keren,5
murah,5
"Aplikasinya aneh, saya beli dua paket harga 56.000 dan dikarenakan paket datang terlambat jadi saya harus bayar 95.000.. ingat yah tuhan itu bisa mengetahui segalanya., terserah kalian meraup untung seperti apa, nanti juga ada balasannya. Camkan itu baik - baik.",1
semua toko di tokopedia lelet pengemasannya..,2
"gajelas, lemot pdhl sinyal lancar.. buat pengguna baru katanya ada diskon, udh co & transfer malah pesanan dibatalkan sistem.. dh gw tutup apk nya muncul notif diskon pengguna baru.. gw buka lagi gd diskon apa"".. kocak kocak",1
Mantap jiwa,5
bentar bentar minta update,1
"Ini kenapa tolong.Setiap mau pesan barang di Tokopedia pasti selalu ""terjadi kesalahan.Ulangi beberapa saat"" itu gimana aduh....mana penting penting lagi barang yang mau dibeli eh muncul masalah kaya gini",1
Nyman bagus,5
saya beli tetapi tidak bisa dibatalin nunggu perestuan penjual ga kaya shopie malas bet trus mana udh pelit voucer belanja 500k diskon 6k lawak bener mana diskon ongkir cuma 10k,2
Bagus tapi,3
mantap,5
Cod ongkir nya mahal ga ya di coba kalau mahal ga mau beli di sini lagi lah😬😬😬,5
Paket hilang tidak jelas tidak diganti padahal klaim nya sudah di disetujui tapi cuma janji janji dan ngulur ngulur waktu doang. Payah sunggu payah CS dan SDM nya,1
Pengiriman super lambat sistem kacau tidak update setiap hari,1
terimakasih gopay,5
Setelah di update jadi kacau alamat tidak bisa di pilih Payah...,5
Nice,5
Setelah di update malah makin lelet !!,3
Barang2 harga terjangkau,5
Baru pertama transaksi setelah pembayaran via transfer bank berhasil malah dibatalkan sistem dan saldo masuk ke 'saldo refound' Kenapa juga setelah login pakai nomor malah ada email lain diakun tokopedia saya? Benar-benar aplikasi yang sangat mengecewakan,1
oke,5
Tempat belanja paling the best se Indonesia,5
ok lah,4
puas,5
ok,5
Percepat prosedur pengirimannya. Kaya siput. Jakarta - Bandung butuh 5 hari. Masuk akal?,1
Banyakin lagi promo nya ya kak... Loveee tokped ❤️❤️❤️,5
bagus dan berguna,5
terbaik,5
bagaimana cara menghapus chat dari penjual? karena meski pesan sudah dibaca notifikasinya tidak bisa hilang dan itu sangat mengganggu,4
ok,5
"Parah tokopedia ini makin gak jelas, saya beli barang gak ada info apa apa barang di kembalikan ke penjual,dananya gak di kembalikan semua, malah di potong ongkirnya😡😡😡😡😡😡",1
suka discount nya,5
Respon dari Tokopedia care buruk udah jelas saya mau cencel udh ada persetujuan toko tapi gak di respon,1
"Dari grtis ongkir udah bagus,kalau ditambah ada koin untuk potongan harga lebih enak untuk mengurangi total blanja,kaya dishopee ada koin nya.",4
Makes blnja sini yg buka lapak proses nya 2 hri Bru proses dan gak perubahan status Aku uninstall aja dah MLS mnding bli offline MLS 👎👎👎,1
"aplikasi belanja online yg super ribet, susah klaim kupon.. auto uninstal.. emosi parah di buatnya",1
Sangat puas,5
pasti,5
semoga lebih bayak diskon dan baranga ORI semunya thxs Tokopedia,5
"mengapa tokopedia mau bekerja sama dengan jasa pengiriman jne dan id express? Kinerja kedua jasa kirim tersebut buruk, saya kecewa dengan toko pedia karna bekerja sama dengan jne dan id express yang kinerja nya buruk🙏🏻",2
Terimakasih,4
keren,5
"GELOOOo bagus bgt, banyakkkkk voucher dan diskon (bkn buzzer) rilll, minus nya ga banyak yg bisa cod, ak masi kicik hrs make bank mama ku deh, kl dibanding in sm oren bagus ini rill",5
lumayan membantu,5
SALDO SAYA DARI DANA.. DI AMBIL OLEH TOKOPEDIA. PADAHAL SAYA TIDAK PERNAH MERASA PESAN BARANG DRI TOKOPEDIA... INI MKSDNYA GMN?. TOTAL YANG D AMBIL. 153000 & 52000. HARI INI.,1
Lumayan,4
Saya suka belanja di toko pedia tapi sayang expedisi dari tokopedia yg sangat lama dan kurir yg ada diwilayah saya tidak responsip atau lemot,4
👍👍👍👍,5
"Pelayanan tambah merugikan pembeli apa lagi dengan ada nya kurir rekomendasi makin lama paket di Terima, kaya bola pingpong epedisi rekomendasi, engga rekomendasi lah belanja di tokopedia lama sampai, engga ada diskon",1
"Kecewe Berat, Tanya Ketersediaan Stok Di Jawab Pesan Otomatis Ready 99+, Langsung Check Out Dan Langsung Di Proses. Setelah Itu Di chat Katanya Barang PO 2-3 Hari. Mau Batalin Ga Bisa, Lapor Tokopedia Care Jawabannya Ga Bisa Di Batalin Kecuali Seller Setuju Untuk Pembatalan. Udah Kasih Bukti Chat Di Aplikasi, Udah Jelas Seller Wanprestasi Perihal Ketersediaan Barang. Tetep Ga Mau Bantu, Kacau Gunanya Customer Care Apa? Ketika Ada Ketidak Jujuran Seller Malah Dapat Perlindungan.",1
Saya kasih Bintang tiga dulu sementara blm ke update resisnya di Tokopedia nya blm update resisnya,3
Pelayanan semakin bobrok .barang sering hilang,1
"ini duit saya ketahan, mau ganti nomor pun ngga bisa. gimana ya?",2
mantap,5
"Belanja ditoko pedia ga terima Komplain.... Parah sih pelayanan nya,,,sering banget barang dikirim tapi ga sampe,,, Beda bgt sama toko orange,,,kalo batas waktu yg ditentukan barang ga sampe duit langsung balik,ganti ruginya pake voucher,,,ditokopedia doang yg paling parah kalo belanja",1
payah suka membatalkan sistem sendiri,1
Informasi yang diberikan cukup jelas. Mungkin bisa membuat nyaman dalam berbelanja online.,4
Tokped makin parah service nya semenjak gabung gojek,1
Sangat puas,5
"Makin kesini kok Tokopedia jd jelek gini, promo gak jelas, diskon kpn gk jelas, cashback jg menghilang. Jd jelek bgt sumpah",1
"Beast apk untuk belanja online dirumah dengan segala fitur yang memanjakan pembeli,layak dapat bintang 5",5
good,5
keren aku selalu dapat harga murah terimakasih toko pedia 👍,5
"Aplikasi bagus,cuman untuk pengiriman nya lama,entah dari tokonya atau dari aplikasi nya",4
murah meriah,5
Kenapa Gopaylater saya diblokir sementara? Tolong aktifkan kembali.,1
"Beli barang bermasalah tanpa di kasih solusi nya, kecewa bgt",1
Apakah barang dapat terkirim sampai ke Sumatra Utara/Medan? Terima kasih.,5
Pesan pakai pengiriman instan 3 jam biar cepat tp malah lebih dari 2 hari barang belum sampai dengan alasan driver Go Car menolak pick up. Endingya sampai harus cari tokonya buat bawa sendiri barangnya. Daripada sampai dengan hari ke 3 tidak ada driver Go Car yg mau pick up.,1
Hati hati dengan aplikasi ini. Sekarang main gorok saldo penjual. .. tiba tiba saldo di embat 60rb potongan ongkir 20rb.. okelah potongan ongkir 20rb .. yang 60rb di potong tanpa sebab. Padahal pembeli tidak ajukan komplain.,1
good,5
Ampas,1
Semoga lebih majuu.....,5
Penggunaan Apk Mudah di gunakan denfan banyak Promo dan diskon.,5
Cepat dan sangat mudah,5
"Produk sudah tidak ada jangan di pajang lagi, dan masih di cek out pula...sudah pembatalan ribet tunggu konfirmasi penjual,mana penjual nya no respon...uang di kembalikan tunggu batal otomatis.... payah",2
okeeyyy,5
oke sangat membantu di saat kepepet,5
"Telar bayar ga ada sehari...paylater diblokir sampe sebulan lebih,maaf saya kaaih bintang 1.",1
Lumayan puas berbelanja di tokopedia,4
mantap,5
sangat membantu pas lagi butuh barang,5
Rekomendet,5
Lag parah saat digunakan lumayan cepat. Video review juga sering tidak dapat ditampilkan jadi harus serestart aplikasi terus,2
simpel dan mudah terpercaya,5
ruwet,1
suka banget,5
Terbaik lah Tokopedia,5
bagus gini onhkirnya tapi kebanyakn ga bisa cod,4
"Hampir sempurna, sayang banget ga ada fitur cari produk melalui gambar/foto seperti di market place lain. Padahal itu sangat memudahkan proses belanja",4
"Sering dapet harga murah setiap pesen, tapi selalu di batalkan system otomatis pesanan saya. . Tiap kali mau pakai voucher, tau tau dibatalin system lagi pesenan saya.. Keeekkk manaaa??",2
"Pengiriman lama di Bandung trus aja tuh paket g diurus, udh 3 hari lebih disana, emang babi",1
"Parah,, gratis ongkir itu malah menyulitkan",1
"baik,cepat",5
Layanan CS tokopedia lama respon,1
Makin kecewa aja sm Tokopedia! Pengiriman lama alamat udh jelas tpi barang gak tau di bawa kemana! Komplain hari sabtu gak bisa harus nunggu senin! PARAHH,1
Barang lengkap,5
ok,5
Okei ayoo,5
Aku suka,5
Mantaap,5
mantap,5
Mantap👍🏼👍🏼👍🏼👍🏼👍🏼,5
minta update mulu mengganggu,3
"Gajelas vouchernyaa!! Bisa""nya ditolak pesanan dan hangus vouchernya. Tau begitu jangan kasi voucher biar ga check out, kalo gini rasanya kecewa beratt!!!!",5
sya kecewa karena gopaylater sya tidak aktif. sedangkan sya TIDAK PERNAH telat pembayaran sejak pertama membuat akun gopaylater.,1
toko pedia sangat bagus,5
"Maaf saya edit rating nya.. untuk Expedisi JNE nya di perbaiki lagi.. Keterlambatan pengiriman dari tanggal 5 sampe sekarang ,keterangan nya alamat tidak lengkap.. Padahal tercantum sampai rt/rw sama kelurahan nya juga.. ada no hp yg tercantum juga..",1
cepet nyampe,5
bagus,5
tolong update lacak lokasi mohon ditambah map atu tanggal itu Jangan hitung mundur dong saya jadi bingung paket saya kapan sampe nya tolong ya di update lagi lacak lokasinya biar gampang gitu saya jadi atuh kalo di hitung mundur gitu okee,5
beberapa kali dikecewakan sama toko pedia dan penjual sudah bayar aplikasi asuransi dan yang lain nya disaat pengembalian barang dipersulit sama toko pedia parah parah..... biarkan aja usang saya sumbangkan aja buat toko pedia dan penjual mungkin butuh kaya kaum duapa. terimakasi,1
"Yg murah2 ,amanah dan berkwalitas yah",4
Mau mesen barang,5
"Aplikasi gajelas, gw beli barang tf via mobile banking, udh di TF malah langsung dicancel. Mana uangnya ketahan karena kurang dari 50.000. jujur aplikasi ini sangat buruk sekali",1
Jos,5
promo tergantung akun. akunku jarang sekali mendapatkan promo. tolong kalau ngasih promo itu untuk semua akun. biar bisa ngerasain semua,2
bagus dan pesenan sesuai,5
baik,5
Bagus cuman sedikit banget vocernya,5
"Pemilihan kurir rekomendasi dari tokped yaitu j&* sangat bermasalah, barang sampai 3 hari ada di drop point dan tidak dikirim kirimkan ke rumah.. komplain melalui tokped care hanya diberi jawaban default dan tidak menyelesaikan masalah.. Saatnya pindah ke toko sebelah",1
"Ta* emang... toko ini adalah toko yg paling ribet dalam urusan pembayaran, gak bisa bri, gak bisa cod, gak bisa dana. Ribet bgt Niat di beli gak sehhhhhh",1
Halo toko pedia mohon di tingkatkan lagi penanganan tentang pesanan pelanggan biar cepat waktu karena saya sudah menyukai Aplikasi ini semoga makin jaya Aamiin yra 👍 untuk Aplikasi dan semua tokonya karena barang yang ditawarkan sesuai gambar dan asli original,5
mantap,5
sangat puas,5
apk belanja yang sangat bagus dan banyak macam pilihan produk nya.. dengan harga yang sangat relatif,5
"JANGAN BELANJA LEWAT TOKPED, BAHAYA!!! GAK ADA PERLINDUNGAN BUAT KONSUMEN SAMA SEKALI. DANA REFUND KEPOTONG, DARI RP 892.180 YANG DIBALIKIN RP 824.180, AKU KOMPLEN DARI 9 JANUARI 2025 SAMPE HARI INI 7 FEBRUARI 2025 BELUM DIBALIKIN SISANYA. CS NYA DITANYA APA JAWABNYA APA ALIAS GAK NYAMBUNG. DIMINTA ESTIMASI WAKTU PENGEMBALIAN, DIJAWAB TIDAK BISA MEMBERI ESTIMASI WAKTU. ASLI BAHAYA BANGET NIH TOKPED. PENIPUAN BERKEDOK MARKET PLACE.",1
Bagus,5
istimewa,5
Mantap...ada peningkatan bintang..,5
👍👍👍👍👍,5
ok,5
Puas banget belanja di tokopedia..... terimakasih,5
Respon lambat,1
perbanyak gratis ongkir,5
Gua salah kirim rekening malah ke Tokopedia.harusnya ke rekening gua udah ke cts Tokopediacare slow respon.memang salah saya tapi saya minta blik doang min,1
"Sejak update, sekarang tidak lagi terlihat kapan terakhir penjual online, jadi beberapa kali pickup dengan seller yang super slow respon, bahkan sampai batal otomatis. Tolong kembalikan fitur kapan penjual terakhir online, agar pembeli bisa melihat dan memilih penjual yang responsif (online setiap saat), karena banyak penjual yg sudah tidak aktif berjualan, tapi masih onlineshoop nya masih aktif.",4
barang sesuai,5
ini gimana sih? mau aktifin akun ovo malah ga dikirim kirim kode padahal lagi buru buru promo barang udah mau selesai tolong dong diperbaiki lagi gajelas,3
Semenjak update malah status online toko tidak ada.. Jadi saat order dan chat seller tidak tahu tokonya tutup apa tidak karena status online tokonya tidak ada,3
Senang belanja di tokopedia tapi kenapa? apa lagi gangguan kalo mau dl klik pembayaran cod selalu gagal,5
Aplikasi yang dapat diandalkan dalam jual beli online Pelayanan oke Terimakasih banyak 🙏🏼,5
Tinggal nunggu gratis ongkir nya,5
gak rekomen,1
Sukses Selalu Buat Tokopedia Semoga bisa memberi pelayanan yang terbaik bagi konsumen👍,5
Sesuai bintang,5
Berbelanjanya sangat cukup optimal barang nya bagus² dan kurir nya juga sangat ramah dan baik.. Semoga tokopedia semakin maju lancar segalanya aminn🤲🙏,5
good,1
pelit diskon pas ada diskon malah dibatal kan otomatis,1
boleh la,5
pokoknya mantapp. dahhhhh.....,5
Josssss 👍,5
pelayanan makin buruk,1
"Masih coba ,klo memuaskan saya kasih 5 star",3
Toko ku pedia jos cepat terlayani dgn aman,5
"Ongkir udh di up baru dikasih embel2 diskon ongkir, dengan aplkasi sejenis pngirimn dari kota yg sama udh bener dapat free ongkir.",1
Awesome,5
"Tidak ada gratis ongkir untuk pengguna baru,ridak ada ongkir 0 tanpa minimum transaksi",1
"Segini aja b4 dulu, trauma dengan pelayanan asuransi nya, ketika barang rusak/cacat.",4
saya menyerah.....bye,1
good,5
Uw,4
Okkk,5
"Sia sia langganan plus GK bisa di pakai Beda sama shopee langganan nya asli gratis ongkir 0 semua produk klw ini malah pilih "" toko hadehhhh dasarrrr Mudah mudahan cepat bangkrut dach makan uang langganan orang nipu nipu",3
"apk cacat, tibatiba transaksi dibatalkan , voucher nya pun jadi hilang",1
murah murah dan dijamin,5
Barangnya bagus sekali,5
senang sekali belanja online di Tokopedia dengan promo besar besaran 😊,4
"Sejak adanya toko online TOKOPEDIA, baru hari ini saya dibikin kecewa. Pesan barang via Gosend pada Jumat,7februari 2025 pukul 13.00 sampai saat ini pukul 16.40, barang tidak kunjung dikirim karena dari pihak Tokopedia tidak mampu mencarikan driver. Tidak ada informasi apapun atas keterlambatan ini dari pihak Tokopedia. TOKOPEDIA TERKESAN REMEH dan tidak profesional.",1
"mau ngajuin pengembalian karena barang yang datang gak lengkap eh malah maximal video buktinya 30 detik. dikira cukup video bukti 30 detik, udah gitu susah lagi ngajuin nya. lumayan kan itu uang. tolong lebih diperhatiin lagi tokped ngelag mulu najong",1
sangat membantu,5
"RESPON LAMA, TOKPEDIA CARE SAYA CHAT DIBALES AJA TIDAK",1
produknya bagus² & banyak diskon,5
"Sekarang tokped kayak lazada, makin ga jelas, pesan sameday eh dikirim nya pake kurir gajelas, harapan orang tuh sameday atau instan itu pakai gosend atau grab express, saat nya beralih ke shopee ajah kalau gini",1
Tokopedia sekarang tidak ongkir gratis. Tetap bayar dan servis pengiriman dari yg reguler (tetap bayar) menjadi servis yg penting sampai alias lama sekali.... Ini Saya bisa buktikan dng pengiriman dari jkt ke lombok dan pengiriman dari kota lain ke lombok yg biasanya regul 3 hari ini bisa 1 minggu.... Toped brengsek sekarang.....,1
llumayan lengkap,5
"Applikasi tokopedia sangat berat sekali jadi gak nyaman belanjanya, tiap diklik produknya hanya keluar gambar tanpa bisa digulir deskripsinya. Padahal dahulu sangat ringan daripada shopee sekarang lebih berat daripada shopee",2
Knp skrg pesan / inbox Tidak bs di hapus,2
mantap bangt,5
tokopedia the best,4
Gamau balikin fitur tap tap kah min :/,2
beberapa promo tidak bisa digunakan/didapatkan jika menggunakan versi lama. terlalu banyak effort yang dikeluarkan oleh user -_-,1
"Baru kali ini kecewa, besok gak pake tokped lagi, barang 3 hari gak dikirim kurir blm smpe juga dirumah, aduh kocak kocak, idexprees kudu dibuang gak guna",1
"aplikasi oon , paket ga pernah sampe pesen di sini",1
Tidak ada Live Chatnya Di Suruh Nunggu 10 menit Udh di tunggu sampai 50 menit tetep no respon Hbs kena pembayaran yabg tidak pernah saya lakukan melalui aplikasi dana ke Tokopedia,1
thangyou,5
mantappp,4
ok,5
"cukup membantu dalam berbelanja online, semoga kedepannya banyak pilihan barang berkualitas dengan harga yang terjangkau serta penjual yang amanah dalam bertransaksi. 👍👍💦",5
"kamu jelek krn narik saldo aja kena admin >: promo yg awalnya bisa dipake, kemudian ga bisa dipake krn dibatalkan sistem >: itu kan kesalahan kalian kocak saldo jadi masuk ke akun tokped najis ribet",1
Mantap tokped...,5
percobaan,5
bagus,5
Tolong kembalikan uang saya yang tiba tiba kesedot sndri dari akun dana saya uang itu sangat saya butuhkan untuk berobat ibu saya dan satu hari ini kami satu keluarga tidak makan karna uang kesedot sama Tokopedia saya mohon sangat saya org miskin tolong kembalikan uang saya itu saya mohob,1
Aplikasi yang sangat pelit dengan ongkir,1
Mantap,5
"Aplikasi gak jelas.mending paek shoope.no tipu""",1
mantap,5
"kurir rekomendasi, tapi yg di rekomendasikan sangat buruk, paket sudah di wilayah penerima tapi lambat di antar ke tujuan id espreso",5
Barang lebih murah dg gratis ongkir,5
Kurang perhatiin seller yg g amanah .barang tidak dikirim proses nya merugikan pembeli,3
Bener bener payah,1
The Best Choice,5
Ok,5
di tunggu,5
